FIPS,Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Area Name,Tribal Tract,Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: Asian Alone,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: Asian Alone,Per Capita Income (In 2022 Inflation Adjusted Dollars),Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved WithIn Same County,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different County WithIn Same State,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different State,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Abroad,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved WithIn Same County,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different County WithIn Same State,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different State,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Abroad,Average Commute to Work (In Min),Workers 16 Years and Over:,"Workers 16 Years and Over: Car, Truck, or Van",Workers 16 Years and Over: Public Transportation (Includes Taxicab),Workers 16 Years and Over: Bicycle,Workers 16 Years and Over: Walked,"% Workers 16 Years and Over: Car, Truck, or Van",% Workers 16 Years and Over: Public Transportation (Includes Taxicab),% Workers 16 Years and Over: Bicycle,% Workers 16 Years and Over: Walked,Gini Index
6037702900,"Census Tract 7029, Los Angeles County, California",ca,140,0,6,37,702900,Census Tract 7029,,10274,10274,7515,645,1044,73.15,6.28,10.16,94583,2064,300,248,319,20.54,2.99,2.47,3.18,30,7082,3785,131,43,130,53.45,1.85,0.61,1.84,0.426
6037703002,"Census Tract 7030.02, Los Angeles County, California",ca,140,0,6,37,703002,Census Tract 7030.02,,6903,6903,1140,4473,268,16.51,64.8,3.88,74412,212,0,97,0,3.08,0,1.41,0,31,3427,2586,75,0,0,75.46,2.19,0,0,0.4277
6037703003,"Census Tract 7030.03, Los Angeles County, California",ca,140,0,6,37,703003,Census Tract 7030.03,,6127,6127,2378,1394,1107,38.81,22.75,18.07,67212,256,49,72,57,4.22,0.81,1.19,0.94,30,3740,2425,46,18,24,64.84,1.23,0.48,0.64,0.3986
6037703100,"Census Tract 7031, Los Angeles County, California",ca,140,0,6,37,703100,Census Tract 7031,,6444,6444,661,4549,184,10.26,70.59,2.86,58343,188,0,0,0,2.97,0,0,0,31,3049,2070,16,0,16,67.89,0.52,0,0.52,0.3853
6037703200,"Census Tract 7032, Los Angeles County, California",ca,140,0,6,37,703200,Census Tract 7032,,5555,5555,769,4297,256,13.84,77.35,4.61,48501,350,82,0,0,6.38,1.49,0,0,36,2112,1525,81,18,0,72.21,3.84,0.85,0,0.433
6037800101,"Census Tract 8001.01, Los Angeles County, California",ca,140,0,6,37,800101,Census Tract 8001.01,,5734,5734,4682,54,552,81.65,0.94,9.63,122055,120,80,0,0,2.1,1.4,0,0,31,2649,1839,28,10,58,69.42,1.06,0.38,2.19,0.5769
6037800103,"Census Tract 8001.03, Los Angeles County, California",ca,140,0,6,37,800103,Census Tract 8001.03,,3416,3416,2295,50,608,67.18,1.46,17.8,63349,66,0,0,0,1.94,0,0,0,35,1796,1294,0,19,48,72.05,0,1.06,2.67,0.4282
6037800104,"Census Tract 8001.04, Los Angeles County, California",ca,140,0,6,37,800104,Census Tract 8001.04,,3665,3665,2804,71,325,76.51,1.94,8.87,86650,121,25,0,0,3.31,0.68,0,0,32,1590,802,0,0,19,50.44,0,0,1.19,0.5015
6037800202,"Census Tract 8002.02, Los Angeles County, California",ca,140,0,6,37,800202,Census Tract 8002.02,,6121,6121,5256,182,421,85.87,2.97,6.88,114829,107,42,0,0,1.75,0.69,0,0,36,2740,2257,5,0,40,82.37,0.18,0,1.46,0.5102
6037800204,"Census Tract 8002.04, Los Angeles County, California",ca,140,0,6,37,800204,Census Tract 8002.04,,4086,4086,3404,55,318,83.31,1.35,7.78,109957,260,0,54,52,6.46,0,1.34,1.29,49,1419,941,31,0,2,66.31,2.18,0,0.14,0.5471
6037800205,"Census Tract 8002.05, Los Angeles County, California",ca,140,0,6,37,800205,Census Tract 8002.05,,4036,4036,2347,125,903,58.15,3.1,22.37,58418,754,179,191,74,18.68,4.44,4.73,1.83,27,2224,1703,0,48,20,76.57,0,2.16,0.9,0.4637
6037800206,"Census Tract 8002.06, Los Angeles County, California",ca,140,0,6,37,800206,Census Tract 8002.06,,3604,3604,3050,159,145,84.63,4.41,4.02,120362,63,0,0,0,1.76,0,0,0,29,1373,933,2,0,11,67.95,0.15,0,0.8,0.4397
6037800324,"Census Tract 8003.24, Los Angeles County, California",ca,140,0,6,37,800324,Census Tract 8003.24,,6585,6585,4792,235,709,72.77,3.57,10.77,78169,155,0,0,0,2.37,0,0,0,32,2662,1816,7,36,0,68.22,0.26,1.35,0,0.4312
6037800325,"Census Tract 8003.25, Los Angeles County, California",ca,140,0,6,37,800325,Census Tract 8003.25,,3677,3677,3023,35,265,82.21,0.95,7.21,95741,63,29,44,0,1.74,0.8,1.21,0,22,1628,1355,0,0,21,83.23,0,0,1.29,0.5107
6037800328,"Census Tract 8003.28, Los Angeles County, California",ca,140,0,6,37,800328,Census Tract 8003.28,,1217,1217,973,0,188,79.95,0,15.45,120003,2,0,0,0,0.17,0,0,0,35,606,452,0,0,0,74.59,0,0,0,0.4989
6037800333,"Census Tract 8003.33, Los Angeles County, California",ca,140,0,6,37,800333,Census Tract 8003.33,,2196,2196,1615,46,306,73.54,2.09,13.93,59715,386,214,51,0,18.27,10.13,2.41,0,26,1072,793,0,0,13,73.97,0,0,1.21,0.4401
6037800334,"Census Tract 8003.34, Los Angeles County, California",ca,140,0,6,37,800334,Census Tract 8003.34,,3749,3749,2941,39,139,78.45,1.04,3.71,71741,0,0,0,0,0,0,0,0,24,1865,1451,0,0,9,77.8,0,0,0.48,0.4542
6037800335,"Census Tract 8003.35, Los Angeles County, California",ca,140,0,6,37,800335,Census Tract 8003.35,,4475,4475,3480,42,195,77.77,0.94,4.36,94470,146,43,0,0,3.28,0.97,0,0,29,1890,1351,0,0,106,71.48,0,0,5.61,0.5219
6037800336,"Census Tract 8003.36, Los Angeles County, California",ca,140,0,6,37,800336,Census Tract 8003.36,,3893,3893,2937,0,24,75.44,0,0.62,98925,0,0,0,0,0,0,0,0,34,1831,1329,0,0,0,72.58,0,0,0,0.4769
6037800337,"Census Tract 8003.37, Los Angeles County, California",ca,140,0,6,37,800337,Census Tract 8003.37,,3771,3771,2257,175,422,59.85,4.64,11.19,63011,398,26,193,0,10.57,0.69,5.13,0,26,1911,1435,0,0,0,75.09,0,0,0,0.5084
6037800338,"Census Tract 8003.38, Los Angeles County, California",ca,140,0,6,37,800338,Census Tract 8003.38,,6471,6471,4800,9,382,74.18,0.14,5.9,82913,127,0,0,0,1.99,0,0,0,25,3334,2046,0,0,25,61.37,0,0,0.75,0.4219
6037800406,"Census Tract 8004.06, Los Angeles County, California",ca,140,0,6,37,800406,Census Tract 8004.06,,2167,2167,1672,31,150,77.16,1.43,6.92,110789,53,140,25,0,2.68,7.09,1.27,0,39,816,541,0,7,48,66.3,0,0.86,5.88,0.5497
6037800410,"Census Tract 8004.10, Los Angeles County, California",ca,140,0,6,37,800410,Census Tract 8004.10,,3527,3527,2354,201,629,66.74,5.7,17.83,41751,43,10,0,0,3.65,0.85,0,0,21,1376,562,21,8,509,40.84,1.53,0.58,36.99,0.496
6037800411,"Census Tract 8004.11, Los Angeles County, California",ca,140,0,6,37,800411,Census Tract 8004.11,,2740,2740,1970,23,101,71.9,0.84,3.69,148507,75,0,0,0,2.75,0,0,0,30,1431,862,12,7,69,60.24,0.84,0.49,4.82,0.5351
6037800412,"Census Tract 8004.12, Los Angeles County, California",ca,140,0,6,37,800412,Census Tract 8004.12,,3682,3682,2949,15,95,80.09,0.41,2.58,87606,49,0,0,0,1.36,0,0,0,31,1355,917,17,0,13,67.68,1.25,0,0.96,0.5108
6037800504,"Census Tract 8005.04, Los Angeles County, California",ca,140,0,6,37,800504,Census Tract 8005.04,,1890,1890,1648,3,49,87.2,0.16,2.59,132056,18,0,146,0,0.98,0,7.94,0,33,835,417,10,0,0,49.94,1.2,0,0,0.511
6037800506,"Census Tract 8005.06, Los Angeles County, California",ca,140,0,6,37,800506,Census Tract 8005.06,,3393,3393,2578,33,179,75.98,0.97,5.28,117539,0,0,0,0,0,0,0,0,32,1538,1025,1,0,20,66.64,0.07,0,1.3,0.4644
6037900102,"Census Tract 9001.02, Los Angeles County, California",ca,140,0,6,37,900102,Census Tract 9001.02,,782,782,569,14,0,72.76,1.79,0,22112,44,0,0,0,5.74,0,0,0,31,248,199,0,0,31,80.24,0,0,12.5,0.3962
6037900103,"Census Tract 9001.03, Los Angeles County, California",ca,140,0,6,37,900103,Census Tract 9001.03,,6514,6514,4305,474,14,66.09,7.28,0.21,18549,141,0,0,0,2.18,0,0,0,43,1849,1678,23,0,2,90.75,1.24,0,0.11,0.4018
6037900104,"Census Tract 9001.04, Los Angeles County, California",ca,140,0,6,37,900104,Census Tract 9001.04,,6593,6593,2684,149,165,40.71,2.26,2.5,21031,96,0,0,0,1.47,0,0,0,46,1986,1754,0,0,14,88.32,0,0,0.7,0.3997
6037900301,"Census Tract 9003.01, Los Angeles County, California",ca,140,0,6,37,900301,Census Tract 9003.01,,4439,4439,2135,886,322,48.1,19.96,7.25,19413,69,0,0,19,1.93,0,0,0.53,28,1495,850,0,0,189,56.86,0,0,12.64,0.4215
6037900501,"Census Tract 9005.01, Los Angeles County, California",ca,140,0,6,37,900501,Census Tract 9005.01,,7939,7939,2911,1432,48,36.67,18.04,0.6,21400,18,0,36,0,0.23,0,0.46,0,35,3150,2856,20,0,41,90.67,0.63,0,1.3,0.3784
6037900504,"Census Tract 9005.04, Los Angeles County, California",ca,140,0,6,37,900504,Census Tract 9005.04,,7051,7051,1844,2508,288,26.15,35.57,4.08,27164,259,132,12,0,3.7,1.89,0.17,0,33,2789,2560,63,0,10,91.79,2.26,0,0.36,0.3491
6037900505,"Census Tract 9005.05, Los Angeles County, California",ca,140,0,6,37,900505,Census Tract 9005.05,,4587,4587,1682,1032,84,36.67,22.5,1.83,27825,0,0,0,0,0,0,0,0,37,1635,1449,67,0,36,88.62,4.1,0,2.2,0.4466
6037900506,"Census Tract 9005.06, Los Angeles County, California",ca,140,0,6,37,900506,Census Tract 9005.06,,5095,5095,1764,1586,1,34.62,31.13,0.02,27056,27,37,0,0,0.53,0.73,0,0,33,1954,1849,8,0,1,94.63,0.41,0,0.05,0.3924
6037900508,"Census Tract 9005.08, Los Angeles County, California",ca,140,0,6,37,900508,Census Tract 9005.08,,3831,3831,1859,723,122,48.53,18.87,3.18,28942,38,0,0,0,1.02,0,0,0,33,1435,1283,41,0,0,89.41,2.86,0,0,0.4394
6037900509,"Census Tract 9005.09, Los Angeles County, California",ca,140,0,6,37,900509,Census Tract 9005.09,,4480,4480,2077,985,180,46.36,21.99,4.02,20789,75,0,0,0,1.69,0,0,0,25,1643,1573,11,0,0,95.74,0.67,0,0,0.4043
6037900510,"Census Tract 9005.10, Los Angeles County, California",ca,140,0,6,37,900510,Census Tract 9005.10,,3960,3960,933,1477,30,23.56,37.3,0.76,21469,13,0,0,0,0.33,0,0,0,32,1138,1079,36,0,0,94.82,3.16,0,0,0.4627
6037900602,"Census Tract 9006.02, Los Angeles County, California",ca,140,0,6,37,900602,Census Tract 9006.02,,5463,5463,2474,951,42,45.29,17.41,0.77,18333,51,162,0,0,0.94,2.99,0,0,32,1827,1584,135,15,14,86.7,7.39,0.82,0.77,0.4196
6037900606,"Census Tract 9006.06, Los Angeles County, California",ca,140,0,6,37,900606,Census Tract 9006.06,,4580,4580,1596,1705,0,34.85,37.23,0,18565,189,0,0,0,4.15,0,0,0,38,1338,1065,18,30,0,79.6,1.35,2.24,0,0.4333
6037900607,"Census Tract 9006.07, Los Angeles County, California",ca,140,0,6,37,900607,Census Tract 9006.07,,3998,3998,1611,537,69,40.3,13.43,1.73,21984,15,0,0,0,0.39,0,0,0,29,1453,1239,97,0,0,85.27,6.68,0,0,0.3863
6037900608,"Census Tract 9006.08, Los Angeles County, California",ca,140,0,6,37,900608,Census Tract 9006.08,,4229,4229,1317,722,72,31.14,17.07,1.7,19540,0,0,8,0,0,0,0.19,0,39,1294,1054,0,0,0,81.45,0,0,0,0.3705
6037900609,"Census Tract 9006.09, Los Angeles County, California",ca,140,0,6,37,900609,Census Tract 9006.09,,5186,5186,848,1574,465,16.35,30.35,8.97,19968,27,10,0,0,0.52,0.19,0,0,31,1811,1481,68,0,20,81.78,3.75,0,1.1,0.4362
6037900610,"Census Tract 9006.10, Los Angeles County, California",ca,140,0,6,37,900610,Census Tract 9006.10,,3207,3207,1501,420,13,46.8,13.1,0.41,12793,14,0,0,0,0.44,0,0,0,21,753,734,0,0,0,97.48,0,0,0,0.4287
6037900611,"Census Tract 9006.11, Los Angeles County, California",ca,140,0,6,37,900611,Census Tract 9006.11,,4808,4808,1116,1203,255,23.21,25.02,5.3,33034,0,0,0,0,0,0,0,0,32,1907,1772,69,0,0,92.92,3.62,0,0,0.52
6037900701,"Census Tract 9007.01, Los Angeles County, California",ca,140,0,6,37,900701,Census Tract 9007.01,,4436,4436,1627,1300,111,36.68,29.31,2.5,22450,43,8,72,0,1,0.19,1.67,0,31,1397,1211,23,0,4,86.69,1.65,0,0.29,0.4574
6037900703,"Census Tract 9007.03, Los Angeles County, California",ca,140,0,6,37,900703,Census Tract 9007.03,,5363,5363,1884,1827,286,35.13,34.07,5.33,31023,304,48,49,116,6.08,0.96,0.98,2.32,33,2063,1781,28,0,8,86.33,1.36,0,0.39,0.43
6037900704,"Census Tract 9007.04, Los Angeles County, California",ca,140,0,6,37,900704,Census Tract 9007.04,,3343,3343,1139,1244,220,34.07,37.21,6.58,30038,662,151,94,7,20.46,4.67,2.91,0.22,29,1690,1502,30,0,66,88.88,1.78,0,3.91,0.3763
6037900705,"Census Tract 9007.05, Los Angeles County, California",ca,140,0,6,37,900705,Census Tract 9007.05,,4145,4145,2463,591,194,59.42,14.26,4.68,34644,89,0,78,55,2.32,0,2.04,1.44,22,1739,1465,0,0,109,84.24,0,0,6.27,0.5017
6037900804,"Census Tract 9008.04, Los Angeles County, California",ca,140,0,6,37,900804,Census Tract 9008.04,,3877,3877,1214,851,6,31.31,21.95,0.15,18476,518,38,0,0,13.54,0.99,0,0,28,1227,1073,18,0,14,87.45,1.47,0,1.14,0.4404
6037900805,"Census Tract 9008.05, Los Angeles County, California",ca,140,0,6,37,900805,Census Tract 9008.05,,5629,5629,2502,607,203,44.45,10.78,3.61,25187,52,71,21,1,1.02,1.4,0.41,0.02,27,1841,1625,68,0,8,88.27,3.69,0,0.43,0.3457
6037900806,"Census Tract 9008.06, Los Angeles County, California",ca,140,0,6,37,900806,Census Tract 9008.06,,4274,4274,1709,1049,208,39.99,24.54,4.87,24964,363,0,28,33,8.66,0,0.67,0.79,21,1331,1125,8,0,51,84.52,0.6,0,3.83,0.5598
6037900807,"Census Tract 9008.07, Los Angeles County, California",ca,140,0,6,37,900807,Census Tract 9008.07,,3859,3859,1231,1706,92,31.9,44.21,2.38,27618,0,0,0,0,0,0,0,0,45,1599,1319,27,40,0,82.49,1.69,2.5,0,0.3859
6037900808,"Census Tract 9008.08, Los Angeles County, California",ca,140,0,6,37,900808,Census Tract 9008.08,,5369,5369,2289,848,47,42.63,15.79,0.88,19282,0,0,0,0,0,0,0,0,32,1953,1742,5,0,0,89.2,0.26,0,0,0.3798
6037900901,"Census Tract 9009.01, Los Angeles County, California",ca,140,0,6,37,900901,Census Tract 9009.01,,3033,3033,1542,546,121,50.84,18,3.99,26841,10,0,0,0,0.33,0,0,0,24,1036,922,0,0,67,89,0,0,6.47,0.5126
6037900902,"Census Tract 9009.02, Los Angeles County, California",ca,140,0,6,37,900902,Census Tract 9009.02,,1397,1397,948,0,0,67.86,0,0,41595,15,0,0,9,1.08,0,0,0.65,38,575,523,0,0,17,90.96,0,0,2.96,0.5104
6037901003,"Census Tract 9010.03, Los Angeles County, California",ca,140,0,6,37,901003,Census Tract 9010.03,,3658,3658,1132,1291,57,30.95,35.29,1.56,1755,0,0,0,0,,,,,,0,0,0,0,0,,,,,
6037901007,"Census Tract 9010.07, Los Angeles County, California",ca,140,0,6,37,901007,Census Tract 9010.07,,2254,2254,1609,206,28,71.38,9.14,1.24,37571,33,0,0,0,1.55,0,0,0,25,837,721,0,0,25,86.14,0,0,2.99,0.4096
6037901008,"Census Tract 9010.08, Los Angeles County, California",ca,140,0,6,37,901008,Census Tract 9010.08,,3365,3365,1260,821,270,37.44,24.4,8.02,33269,430,0,13,9,12.96,0,0.39,0.27,24,1413,1292,16,4,0,91.44,1.13,0.28,0,0.4185
6037901009,"Census Tract 9010.09, Los Angeles County, California",ca,140,0,6,37,901009,Census Tract 9010.09,,5550,5550,3191,741,130,57.5,13.35,2.34,46597,98,0,47,0,1.8,0,0.86,0,36,2282,1863,68,12,55,81.64,2.98,0.53,2.41,0.4834
6037901010,"Census Tract 9010.10, Los Angeles County, California",ca,140,0,6,37,901010,Census Tract 9010.10,,5521,5521,2673,635,183,48.42,11.5,3.31,30468,111,0,0,0,2.07,0,0,0,30,2279,1980,26,9,0,86.88,1.14,0.39,0,0.439
6037901011,"Census Tract 9010.11, Los Angeles County, California",ca,140,0,6,37,901011,Census Tract 9010.11,,5363,5363,2199,894,456,41,16.67,8.5,36233,233,27,211,0,4.43,0.51,4.01,0,26,2225,1870,8,0,16,84.04,0.36,0,0.72,0.4049
6037901012,"Census Tract 9010.12, Los Angeles County, California",ca,140,0,6,37,901012,Census Tract 9010.12,,6806,6806,3092,753,751,45.43,11.06,11.03,34550,0,0,0,30,0,0,0,0.45,33,2891,2664,9,31,0,92.15,0.31,1.07,0,0.3175
6037901013,"Census Tract 9010.13, Los Angeles County, California",ca,140,0,6,37,901013,Census Tract 9010.13,,3613,3613,1568,431,628,43.4,11.93,17.38,42843,215,31,0,0,5.95,0.86,0,0,31,1568,1405,0,0,0,89.6,0,0,0,0.3203
6037901014,"Census Tract 9010.14, Los Angeles County, California",ca,140,0,6,37,901014,Census Tract 9010.14,,5272,5272,2570,806,391,48.75,15.29,7.42,41904,135,0,0,0,2.62,0,0,0,22,2467,2102,25,0,0,85.2,1.01,0,0,0.4252
6037901101,"Census Tract 9011.01, Los Angeles County, California",ca,140,0,6,37,901101,Census Tract 9011.01,,5375,5375,3318,713,114,61.73,13.27,2.12,32459,33,0,0,0,0.62,0,0,0,28,2021,1752,0,7,0,86.69,0,0.35,0,0.3236
6037901102,"Census Tract 9011.02, Los Angeles County, California",ca,140,0,6,37,901102,Census Tract 9011.02,,5244,5244,3139,558,117,59.86,10.64,2.23,44528,31,0,0,91,0.6,0,0,1.76,34,2307,1997,83,0,0,86.56,3.6,0,0,0.4019
6037901209,"Census Tract 9012.09, Los Angeles County, California",ca,140,0,6,37,901209,Census Tract 9012.09,,989,989,638,46,65,64.51,4.65,6.57,31167,99,0,0,0,10.28,0,0,0,46,442,372,15,0,3,84.16,3.39,0,0.68,0.395
6037901210,"Census Tract 9012.10, Los Angeles County, California",ca,140,0,6,37,901210,Census Tract 9012.10,,1714,1714,1356,41,75,79.11,2.39,4.38,44832,0,0,0,0,0,0,0,0,47,796,700,0,0,0,87.94,0,0,0,0.363
6037901214,"Census Tract 9012.14, Los Angeles County, California",ca,140,0,6,37,901214,Census Tract 9012.14,,4926,4926,2567,584,205,52.11,11.86,4.16,41046,77,0,0,0,1.58,0,0,0,32,2373,2112,10,0,0,89,0.42,0,0,0.3528
6037901215,"Census Tract 9012.15, Los Angeles County, California",ca,140,0,6,37,901215,Census Tract 9012.15,,3638,3638,2496,328,136,68.61,9.02,3.74,33602,39,0,0,0,1.1,0,0,0,37,1343,1205,11,0,0,89.72,0.82,0,0,0.5196
6037901216,"Census Tract 9012.16, Los Angeles County, California",ca,140,0,6,37,901216,Census Tract 9012.16,,2473,2473,1801,71,48,72.83,2.87,1.94,51844,0,0,0,0,0,0,0,0,41,1184,984,0,0,0,83.11,0,0,0,0.5012
6037901217,"Census Tract 9012.17, Los Angeles County, California",ca,140,0,6,37,901217,Census Tract 9012.17,,1533,1533,1061,0,189,69.21,0,12.33,48842,0,0,0,0,0,0,0,0,32,535,466,0,0,0,87.1,0,0,0,0.4032
6037901218,"Census Tract 9012.18, Los Angeles County, California",ca,140,0,6,37,901218,Census Tract 9012.18,,2424,2424,1289,154,548,53.18,6.35,22.61,62592,0,0,0,0,0,0,0,0,40,1115,1015,0,0,7,91.03,0,0,0.63,0.2927
6037901300,"Census Tract 9013, Los Angeles County, California",ca,140,0,6,37,901300,Census Tract 9013,,2206,2206,1089,65,51,49.37,2.95,2.31,20394,202,5,0,24,9.19,0.23,0,1.09,33,570,503,0,0,0,88.25,0,0,0,0.4746
6037910002,"Census Tract 9100.02, Los Angeles County, California",ca,140,0,6,37,910002,Census Tract 9100.02,,7240,7240,3495,0,84,48.27,0,1.16,21097,135,0,0,0,1.88,0,0,0,39,2710,2582,0,0,21,95.28,0,0,0.77,0.3805
6037910210,"Census Tract 9102.10, Los Angeles County, California",ca,140,0,6,37,910210,Census Tract 9102.10,,7665,7665,3203,410,1388,41.79,5.35,18.11,43624,139,0,0,0,1.83,0,0,0,35,3423,2949,14,0,0,86.15,0.41,0,0,0.3407
6037910211,"Census Tract 9102.11, Los Angeles County, California",ca,140,0,6,37,910211,Census Tract 9102.11,,1677,1677,1339,39,136,79.84,2.33,8.11,66710,0,0,0,0,0,0,0,0,26,768,681,5,9,0,88.67,0.65,1.17,0,0.2735
6037910212,"Census Tract 9102.12, Los Angeles County, California",ca,140,0,6,37,910212,Census Tract 9102.12,,3143,3143,1995,221,158,63.47,7.03,5.03,52790,0,0,0,26,0,0,0,0.84,24,1375,1233,0,17,14,89.67,0,1.24,1.02,0.5096
6037910213,"Census Tract 9102.13, Los Angeles County, California",ca,140,0,6,37,910213,Census Tract 9102.13,,1530,1530,1073,23,20,70.13,1.5,1.31,44034,0,0,0,0,0,0,0,0,45,724,644,9,0,0,88.95,1.24,0,0,0.442
6037910214,"Census Tract 9102.14, Los Angeles County, California",ca,140,0,6,37,910214,Census Tract 9102.14,,5499,5499,2108,801,433,38.33,14.57,7.87,40539,113,20,0,0,2.1,0.37,0,0,37,2648,2381,55,0,3,89.92,2.08,0,0.11,0.3448
6037910215,"Census Tract 9102.15, Los Angeles County, California",ca,140,0,6,37,910215,Census Tract 9102.15,,6659,6659,2639,882,585,39.63,13.25,8.79,32125,214,0,84,0,3.26,0,1.28,0,34,3257,2850,15,0,0,87.5,0.46,0,0,0.3848
6037910216,"Census Tract 9102.16, Los Angeles County, California",ca,140,0,6,37,910216,Census Tract 9102.16,,5257,5257,2923,262,489,55.6,4.98,9.3,38447,77,0,0,0,1.47,0,0,0,32,2306,1876,6,0,0,81.35,0.26,0,0,0.3314
6037910217,"Census Tract 9102.17, Los Angeles County, California",ca,140,0,6,37,910217,Census Tract 9102.17,,5356,5356,1712,1113,488,31.96,20.78,9.11,35309,111,0,0,0,2.12,0,0,0,37,2045,1716,0,0,0,83.91,0,0,0,0.4065
6037910218,"Census Tract 9102.18, Los Angeles County, California",ca,140,0,6,37,910218,Census Tract 9102.18,,4591,4591,2072,631,152,45.13,13.74,3.31,29052,105,17,0,9,2.31,0.37,0,0.2,38,1787,1487,48,0,0,83.21,2.69,0,0,0.4082
6037910301,"Census Tract 9103.01, Los Angeles County, California",ca,140,0,6,37,910301,Census Tract 9103.01,,4332,4332,2898,117,116,66.9,2.7,2.68,50229,28,0,0,0,0.65,0,0,0,41,1941,1731,66,0,0,89.18,3.4,0,0,0.3752
6037910302,"Census Tract 9103.02, Los Angeles County, California",ca,140,0,6,37,910302,Census Tract 9103.02,,6138,6138,4128,185,203,67.25,3.01,3.31,45541,76,0,45,0,1.24,0,0.73,0,39,2636,2105,24,0,24,79.86,0.91,0,0.91,0.4379
6037910401,"Census Tract 9104.01, Los Angeles County, California",ca,140,0,6,37,910401,Census Tract 9104.01,,6096,6096,2898,420,669,47.54,6.89,10.97,33292,385,0,81,0,6.43,0,1.35,0,32,2783,2327,24,0,1,83.61,0.86,0,0.04,0.3657
6037910404,"Census Tract 9104.04, Los Angeles County, California",ca,140,0,6,37,910404,Census Tract 9104.04,,4863,4863,1186,767,332,24.39,15.77,6.83,22355,157,14,0,0,3.31,0.3,0,0,52,1999,1777,49,24,0,88.89,2.45,1.2,0,0.3462
6037910405,"Census Tract 9104.05, Los Angeles County, California",ca,140,0,6,37,910405,Census Tract 9104.05,,5882,5882,1590,1063,110,27.03,18.07,1.87,14996,642,0,38,71,11.2,0,0.66,1.24,32,2005,1734,72,8,30,86.48,3.59,0.4,1.5,0.42
6037910501,"Census Tract 9105.01, Los Angeles County, California",ca,140,0,6,37,910501,Census Tract 9105.01,,5460,5460,1454,1940,37,26.63,35.53,0.68,14657,1072,16,0,23,20,0.3,0,0.43,30,1877,1563,65,0,37,83.27,3.46,0,1.97,0.4469
6037910502,"Census Tract 9105.02, Los Angeles County, California",ca,140,0,6,37,910502,Census Tract 9105.02,,4875,4875,1051,845,82,21.56,17.33,1.68,17190,380,0,0,0,8.01,0,0,0,39,1840,1740,11,0,23,94.57,0.6,0,1.25,0.4363
6037910504,"Census Tract 9105.04, Los Angeles County, California",ca,140,0,6,37,910504,Census Tract 9105.04,,4363,4363,1734,687,164,39.74,15.75,3.76,19485,24,0,0,0,0.56,0,0,0,37,1636,1477,26,0,0,90.28,1.59,0,0,0.325
6037910505,"Census Tract 9105.05, Los Angeles County, California",ca,140,0,6,37,910505,Census Tract 9105.05,,3251,3251,950,227,78,29.22,6.98,2.4,22113,6,0,0,0,0.19,0,0,0,42,1205,1143,4,0,0,94.85,0.33,0,0,0.3789
6037910601,"Census Tract 9106.01, Los Angeles County, California",ca,140,0,6,37,910601,Census Tract 9106.01,,6449,6449,1898,596,13,29.43,9.24,0.2,21369,145,0,0,0,2.26,0,0,0,38,2779,2522,76,0,3,90.75,2.73,0,0.11,0.3487
6037910602,"Census Tract 9106.02, Los Angeles County, California",ca,140,0,6,37,910602,Census Tract 9106.02,,4867,4867,1596,855,165,32.79,17.57,3.39,21410,303,28,88,0,6.3,0.58,1.83,0,38,2028,1688,49,0,32,83.23,2.42,0,1.58,0.4804
6037910605,"Census Tract 9106.05, Los Angeles County, California",ca,140,0,6,37,910605,Census Tract 9106.05,,5376,5376,1831,339,70,34.06,6.31,1.3,17558,168,0,0,0,3.19,0,0,0,43,1712,1526,15,0,8,89.14,0.88,0,0.47,0.401
6037910606,"Census Tract 9106.06, Los Angeles County, California",ca,140,0,6,37,910606,Census Tract 9106.06,,3209,3209,871,167,178,27.14,5.2,5.55,20673,0,0,7,0,0,0,0.22,0,47,1108,970,4,0,44,87.55,0.36,0,3.97,0.3984
6037910607,"Census Tract 9106.07, Los Angeles County, California",ca,140,0,6,37,910607,Census Tract 9106.07,,4233,4233,1670,351,62,39.45,8.29,1.46,27291,187,0,0,0,4.58,0,0,0,52,1647,1527,0,0,0,92.71,0,0,0,0.4931
6037910608,"Census Tract 9106.08, Los Angeles County, California",ca,140,0,6,37,910608,Census Tract 9106.08,,3636,3636,830,525,105,22.83,14.44,2.89,20110,204,0,0,0,5.74,0,0,0,41,1390,1221,37,0,0,87.84,2.66,0,0,0.3155
