FIPS,Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Area Name,Tribal Tract,Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: Asian Alone,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: Asian Alone,Per Capita Income (In 2022 Inflation Adjusted Dollars),Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved WithIn Same County,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different County WithIn Same State,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different State,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Abroad,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved WithIn Same County,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different County WithIn Same State,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different State,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Abroad,Average Commute to Work (In Min),Workers 16 Years and Over:,"Workers 16 Years and Over: Car, Truck, or Van",Workers 16 Years and Over: Public Transportation (Includes Taxicab),Workers 16 Years and Over: Bicycle,Workers 16 Years and Over: Walked,"% Workers 16 Years and Over: Car, Truck, or Van",% Workers 16 Years and Over: Public Transportation (Includes Taxicab),% Workers 16 Years and Over: Bicycle,% Workers 16 Years and Over: Walked,Gini Index
6037621400,"Census Tract 6214, Los Angeles County, California",ca,140,0,6,37,621400,Census Tract 6214,,4389,4389,2804,125,539,63.89,2.85,12.28,69047,329,84,43,10,7.57,1.93,0.99,0.23,33,2252,1819,11,83,8,80.77,0.49,3.69,0.36,0.3915
6037650001,"Census Tract 6500.01, Los Angeles County, California",ca,140,0,6,37,650001,Census Tract 6500.01,,5807,5807,1630,84,2612,28.07,1.45,44.98,46263,418,0,0,13,7.4,0,0,0.23,31,2800,2409,0,0,0,86.04,0,0,0,0.4311
6037650003,"Census Tract 6500.03, Los Angeles County, California",ca,140,0,6,37,650003,Census Tract 6500.03,,3057,3057,1080,251,979,35.33,8.21,32.02,44322,291,40,12,0,9.58,1.32,0.39,0,29,1366,1028,197,0,0,75.26,14.42,0,0,0.4866
6037650004,"Census Tract 6500.04, Los Angeles County, California",ca,140,0,6,37,650004,Census Tract 6500.04,,4179,4179,1238,198,1912,29.62,4.74,45.75,42211,368,124,0,21,8.91,3,0,0.51,27,2060,1673,42,16,21,81.21,2.04,0.78,1.02,0.3924
6037650101,"Census Tract 6501.01, Los Angeles County, California",ca,140,0,6,37,650101,Census Tract 6501.01,,5532,5532,1049,70,3186,18.96,1.27,57.59,52434,29,0,0,0,0.53,0,0,0,27,2471,2220,13,0,31,89.84,0.53,0,1.25,0.4572
6037650102,"Census Tract 6501.02, Los Angeles County, California",ca,140,0,6,37,650102,Census Tract 6501.02,,2154,2154,917,33,674,42.57,1.53,31.29,49300,100,14,0,0,4.7,0.66,0,0,24,1061,862,16,0,9,81.24,1.51,0,0.85,0.3653
6037650200,"Census Tract 6502, Los Angeles County, California",ca,140,0,6,37,650200,Census Tract 6502,,6056,6056,2569,232,1651,42.42,3.83,27.26,47354,251,0,17,4,4.2,0,0.28,0.07,25,2804,2340,118,34,0,83.45,4.21,1.21,0,0.3609
6037650300,"Census Tract 6503, Los Angeles County, California",ca,140,0,6,37,650300,Census Tract 6503,,7326,7326,1859,294,3077,25.38,4.01,42,40066,166,27,0,0,2.31,0.37,0,0,24,3573,3043,89,0,30,85.17,2.49,0,0.84,0.4177
6037650401,"Census Tract 6504.01, Los Angeles County, California",ca,140,0,6,37,650401,Census Tract 6504.01,,4295,4295,1785,92,1444,41.56,2.14,33.62,60256,31,61,0,0,0.74,1.46,0,0,27,2109,1679,20,0,0,79.61,0.95,0,0,0.3539
6037650501,"Census Tract 6505.01, Los Angeles County, California",ca,140,0,6,37,650501,Census Tract 6505.01,,2833,2833,1489,0,938,52.56,0,33.11,61782,68,0,0,0,2.43,0,0,0,24,1341,1095,0,9,7,81.66,0,0.67,0.52,0.3487
6037650502,"Census Tract 6505.02, Los Angeles County, California",ca,140,0,6,37,650502,Census Tract 6505.02,,4222,4222,2268,288,1133,53.72,6.82,26.84,59393,177,25,0,22,4.28,0.6,0,0.53,33,1780,1294,9,0,0,72.7,0.51,0,0,0.3701
6037650603,"Census Tract 6506.03, Los Angeles County, California",ca,140,0,6,37,650603,Census Tract 6506.03,,3791,3791,1519,283,1617,40.07,7.47,42.65,66818,272,0,0,0,7.24,0,0,0,25,1705,1127,9,8,0,66.1,0.53,0.47,0,0.5056
6037650604,"Census Tract 6506.04, Los Angeles County, California",ca,140,0,6,37,650604,Census Tract 6506.04,,5712,5712,1828,198,2095,32,3.47,36.68,45617,703,73,34,119,12.49,1.3,0.6,2.11,28,3294,2628,89,0,22,79.78,2.7,0,0.67,0.4468
6037650605,"Census Tract 6506.05, Los Angeles County, California",ca,140,0,6,37,650605,Census Tract 6506.05,,2845,2845,987,107,1295,34.69,3.76,45.52,51819,736,107,9,72,26.36,3.83,0.32,2.58,27,1489,1148,41,22,24,77.1,2.75,1.48,1.61,0.3848
6037650606,"Census Tract 6506.06, Los Angeles County, California",ca,140,0,6,37,650606,Census Tract 6506.06,,4436,4436,1345,340,2063,30.32,7.66,46.51,43678,483,20,75,114,12.58,0.52,1.95,2.97,30,2143,1519,58,52,26,70.88,2.71,2.43,1.21,0.4024
6037650607,"Census Tract 6506.07, Los Angeles County, California",ca,140,0,6,37,650607,Census Tract 6506.07,,2736,2736,579,355,1286,21.16,12.98,47,48882,59,0,167,58,2.17,0,6.14,2.13,32,1289,1055,0,10,0,81.85,0,0.78,0,0.3032
6037650701,"Census Tract 6507.01, Los Angeles County, California",ca,140,0,6,37,650701,Census Tract 6507.01,,2569,2569,1336,38,843,52,1.48,32.81,59465,74,5,21,0,2.88,0.19,0.82,0,28,1176,836,27,9,21,71.09,2.3,0.77,1.79,0.3999
6037650702,"Census Tract 6507.02, Los Angeles County, California",ca,140,0,6,37,650702,Census Tract 6507.02,,4710,4710,2484,13,1439,52.74,0.28,30.55,63865,34,12,22,57,0.73,0.26,0.47,1.22,35,2347,1792,19,52,5,76.35,0.81,2.22,0.21,0.3675
6037650801,"Census Tract 6508.01, Los Angeles County, California",ca,140,0,6,37,650801,Census Tract 6508.01,,4082,4082,836,77,2885,20.48,1.89,70.68,60649,11,0,0,160,0.27,0,0,3.93,25,1987,1488,47,0,9,74.89,2.37,0,0.45,0.3728
6037650802,"Census Tract 6508.02, Los Angeles County, California",ca,140,0,6,37,650802,Census Tract 6508.02,,3367,3367,696,42,2257,20.67,1.25,67.03,45235,40,71,0,33,1.21,2.14,0,0.99,31,1349,881,0,16,0,65.31,0,1.19,0,0.3837
6037650901,"Census Tract 6509.01, Los Angeles County, California",ca,140,0,6,37,650901,Census Tract 6509.01,,5111,5111,2137,380,1599,41.81,7.43,31.29,49694,529,0,0,0,10.53,0,0,0,22,2776,2068,81,0,141,74.5,2.92,0,5.08,0.4111
6037650903,"Census Tract 6509.03, Los Angeles County, California",ca,140,0,6,37,650903,Census Tract 6509.03,,5188,5188,1779,169,1227,34.29,3.26,23.65,42042,168,9,11,108,3.44,0.18,0.23,2.21,20,2539,2017,16,11,75,79.44,0.63,0.43,2.95,0.4033
6037650904,"Census Tract 6509.04, Los Angeles County, California",ca,140,0,6,37,650904,Census Tract 6509.04,,2647,2647,443,63,1585,16.74,2.38,59.88,52481,280,0,0,0,11.09,0,0,0,27,1284,1136,0,0,10,88.47,0,0,0.78,0.3679
6037651001,"Census Tract 6510.01, Los Angeles County, California",ca,140,0,6,37,651001,Census Tract 6510.01,,5437,5437,2468,167,1347,45.39,3.07,24.77,68376,127,0,16,0,2.4,0,0.3,0,24,2660,2303,0,0,38,86.58,0,0,1.43,0.5393
6037651002,"Census Tract 6510.02, Los Angeles County, California",ca,140,0,6,37,651002,Census Tract 6510.02,,4873,4873,1625,129,2027,33.35,2.65,41.6,63583,484,17,45,0,10.38,0.36,0.97,0,29,2560,2109,10,9,46,82.38,0.39,0.35,1.8,0.4659
6037651101,"Census Tract 6511.01, Los Angeles County, California",ca,140,0,6,37,651101,Census Tract 6511.01,,4639,4639,1712,115,2049,36.9,2.48,44.17,59196,378,13,19,19,8.39,0.29,0.42,0.42,26,1986,1666,0,11,0,83.89,0,0.55,0,0.4569
6037651102,"Census Tract 6511.02, Los Angeles County, California",ca,140,0,6,37,651102,Census Tract 6511.02,,3653,3653,1767,110,1330,48.37,3.01,36.41,51185,187,129,0,0,5.19,3.58,0,0,30,1720,1358,11,21,23,78.95,0.64,1.22,1.34,0.4371
6037651201,"Census Tract 6512.01, Los Angeles County, California",ca,140,0,6,37,651201,Census Tract 6512.01,,4797,4797,2660,23,1473,55.45,0.48,30.71,72266,585,0,0,0,12.28,0,0,0,28,2234,1759,19,0,11,78.74,0.85,0,0.49,0.4491
6037651221,"Census Tract 6512.21, Los Angeles County, California",ca,140,0,6,37,651221,Census Tract 6512.21,,3912,3912,1191,209,1747,30.44,5.34,44.66,49998,295,28,40,0,7.76,0.74,1.05,0,32,1887,1448,79,0,6,76.74,4.19,0,0.32,0.4031
6037651222,"Census Tract 6512.22, Los Angeles County, California",ca,140,0,6,37,651222,Census Tract 6512.22,,6091,6091,2910,224,1853,47.78,3.68,30.42,50197,247,111,138,154,4.07,1.83,2.27,2.54,32,3266,2502,94,0,107,76.61,2.88,0,3.28,0.336
6037651302,"Census Tract 6513.02, Los Angeles County, California",ca,140,0,6,37,651302,Census Tract 6513.02,,5896,5896,3946,137,1031,66.93,2.32,17.49,72924,553,131,14,0,9.45,2.24,0.24,0,27,2903,2288,0,0,98,78.82,0,0,3.38,0.4078
6037651304,"Census Tract 6513.04, Los Angeles County, California",ca,140,0,6,37,651304,Census Tract 6513.04,,5135,5135,3199,0,988,62.3,0,19.24,79885,170,25,18,0,3.4,0.5,0.36,0,37,2364,1730,13,20,26,73.18,0.55,0.85,1.1,0.4944
6037651401,"Census Tract 6514.01, Los Angeles County, California",ca,140,0,6,37,651401,Census Tract 6514.01,,2524,2524,1225,51,914,48.53,2.02,36.21,55569,63,0,11,41,2.5,0,0.44,1.62,27,1054,875,0,12,35,83.02,0,1.14,3.32,0.4988
6037651402,"Census Tract 6514.02, Los Angeles County, California",ca,140,0,6,37,651402,Census Tract 6514.02,,5842,5842,2030,107,2492,34.75,1.83,42.66,50530,467,0,45,0,7.99,0,0.77,0,29,2839,2289,38,0,16,80.63,1.34,0,0.56,0.4293
6037670001,"Census Tract 6700.01, Los Angeles County, California",ca,140,0,6,37,670001,Census Tract 6700.01,,3698,3698,1608,178,620,43.48,4.81,16.77,49506,29,0,0,0,0.82,0,0,0,30,1791,1508,19,0,39,84.2,1.06,0,2.18,0.4367
6037670002,"Census Tract 6700.02, Los Angeles County, California",ca,140,0,6,37,670002,Census Tract 6700.02,,3581,3581,1939,135,633,54.15,3.77,17.68,45309,158,34,0,2,4.54,0.98,0,0.06,29,1661,1205,93,18,90,72.55,5.6,1.08,5.42,0.5028
6037670003,"Census Tract 6700.03, Los Angeles County, California",ca,140,0,6,37,670003,Census Tract 6700.03,,5984,5984,3684,56,1336,61.56,0.94,22.33,52524,444,66,0,0,7.5,1.11,0,0,31,3421,2847,62,0,188,83.22,1.81,0,5.5,0.4618
6037670101,"Census Tract 6701.01, Los Angeles County, California",ca,140,0,6,37,670101,Census Tract 6701.01,,3240,3240,1699,311,301,52.44,9.6,9.29,44258,94,22,0,0,2.97,0.7,0,0,25,1571,1249,15,0,27,79.5,0.95,0,1.72,0.5011
6037670102,"Census Tract 6701.02, Los Angeles County, California",ca,140,0,6,37,670102,Census Tract 6701.02,,4159,4159,1641,339,865,39.46,8.15,20.8,37873,104,38,10,57,2.5,0.91,0.24,1.37,23,2155,1731,48,140,51,80.32,2.23,6.5,2.37,0.4431
6037670201,"Census Tract 6702.01, Los Angeles County, California",ca,140,0,6,37,670201,Census Tract 6702.01,,3625,3625,2510,92,416,69.24,2.54,11.48,97125,83,0,0,77,2.31,0,0,2.14,28,1449,1071,0,0,36,73.91,0,0,2.48,0.5042
6037670202,"Census Tract 6702.02, Los Angeles County, California",ca,140,0,6,37,670202,Census Tract 6702.02,,2568,2568,1742,3,570,67.83,0.12,22.2,95483,4,0,0,0,0.16,0,0,0,29,1145,799,0,6,0,69.78,0,0.52,0,0.4028
6037670324,"Census Tract 6703.24, Los Angeles County, California",ca,140,0,6,37,670324,Census Tract 6703.24,,5505,5505,3910,54,1179,71.03,0.98,21.42,132955,81,15,34,0,1.49,0.28,0.63,0,32,2117,1722,0,0,31,81.34,0,0,1.46,0.5159
6037670326,"Census Tract 6703.26, Los Angeles County, California",ca,140,0,6,37,670326,Census Tract 6703.26,,3303,3303,2039,0,972,61.73,0,29.43,161825,41,0,0,0,1.25,0,0,0,36,1331,1054,0,0,11,79.19,0,0,0.83,0.5812
6037670328,"Census Tract 6703.28, Los Angeles County, California",ca,140,0,6,37,670328,Census Tract 6703.28,,4411,4411,2602,328,1165,58.99,7.44,26.41,111483,36,0,59,0,0.82,0,1.34,0,33,1672,1165,0,10,5,69.68,0,0.6,0.3,0.4417
6037670405,"Census Tract 6704.05, Los Angeles County, California",ca,140,0,6,37,670405,Census Tract 6704.05,,2715,2715,1468,73,1048,54.07,2.69,38.6,77015,0,0,0,0,0,0,0,0,35,831,596,4,0,0,71.72,0.48,0,0,0.4938
6037670406,"Census Tract 6704.06, Los Angeles County, California",ca,140,0,6,37,670406,Census Tract 6704.06,,1727,1727,624,153,741,36.13,8.86,42.91,110103,0,0,0,0,0,0,0,0,35,642,543,6,0,12,84.58,0.93,0,1.87,0.4856
6037670407,"Census Tract 6704.07, Los Angeles County, California",ca,140,0,6,37,670407,Census Tract 6704.07,,6082,6082,2096,404,2992,34.46,6.64,49.19,59917,350,20,0,74,5.75,0.33,0,1.22,37,2093,1605,0,0,36,76.68,0,0,1.72,0.4199
6037670413,"Census Tract 6704.13, Los Angeles County, California",ca,140,0,6,37,670413,Census Tract 6704.13,,4852,4852,2218,35,2149,45.71,0.72,44.29,79371,240,0,89,23,5.04,0,1.87,0.48,36,1991,1537,13,0,22,77.2,0.65,0,1.1,0.4174
6037670416,"Census Tract 6704.16, Los Angeles County, California",ca,140,0,6,37,670416,Census Tract 6704.16,,4224,4224,1899,102,1252,44.96,2.41,29.64,89233,107,289,29,57,2.55,6.89,0.69,1.36,35,1613,1177,0,0,0,72.97,0,0,0,0.5031
6037670417,"Census Tract 6704.17, Los Angeles County, California",ca,140,0,6,37,670417,Census Tract 6704.17,,2795,2795,1287,63,1118,46.05,2.25,40,75399,35,0,31,34,1.27,0,1.12,1.23,35,1156,873,30,0,0,75.52,2.6,0,0,0.4137
6037670418,"Census Tract 6704.18, Los Angeles County, California",ca,140,0,6,37,670418,Census Tract 6704.18,,4557,4557,2432,54,1065,53.37,1.18,23.37,84889,0,0,31,54,0,0,0.7,1.22,33,1891,1286,19,0,8,68.01,1,0,0.42,0.3768
6037670500,"Census Tract 6705, Los Angeles County, California",ca,140,0,6,37,670500,Census Tract 6705,,1451,1451,880,144,264,60.65,9.92,18.19,187377,0,0,0,0,0,0,0,0,30,514,397,0,0,5,77.24,0,0,0.97,0.5078
6037670603,"Census Tract 6706.03, Los Angeles County, California",ca,140,0,6,37,670603,Census Tract 6706.03,,1897,1897,813,7,966,42.86,0.37,50.92,83272,35,0,0,0,1.97,0,0,0,30,935,613,35,0,57,65.56,3.74,0,6.1,0.3845
6037670604,"Census Tract 6706.04, Los Angeles County, California",ca,140,0,6,37,670604,Census Tract 6706.04,,4911,4911,3152,23,924,64.18,0.47,18.81,96540,103,0,31,0,2.12,0,0.64,0,37,2379,1782,54,0,15,74.91,2.27,0,0.63,0.4711
6037670701,"Census Tract 6707.01, Los Angeles County, California",ca,140,0,6,37,670701,Census Tract 6707.01,,6538,6538,3285,9,1579,50.24,0.14,24.15,66065,0,0,13,0,0,0,0.2,0,29,3090,2572,0,10,0,83.24,0,0.32,0,0.3719
6037670702,"Census Tract 6707.02, Los Angeles County, California",ca,140,0,6,37,670702,Census Tract 6707.02,,5722,5722,4179,14,995,73.03,0.24,17.39,96548,74,0,0,0,1.31,0,0,0,27,2648,1995,0,32,67,75.34,0,1.21,2.53,0.4648
6037700101,"Census Tract 7001.01, Los Angeles County, California",ca,140,0,6,37,700101,Census Tract 7001.01,,5329,5329,4073,262,206,76.43,4.92,3.87,69356,737,212,285,59,13.98,4.02,5.4,1.12,26,3529,2453,264,70,106,69.51,7.48,1.98,3,0.5178
6037700102,"Census Tract 7001.02, Los Angeles County, California",ca,140,0,6,37,700102,Census Tract 7001.02,,4651,4651,3347,439,167,71.96,9.44,3.59,54866,785,225,252,0,17.24,4.94,5.53,0,30,2754,1778,167,86,129,64.56,6.06,3.12,4.68,0.5511
6037700200,"Census Tract 7002, Los Angeles County, California",ca,140,0,6,37,700200,Census Tract 7002,,6908,6908,4576,248,235,66.24,3.59,3.4,70331,787,28,299,88,11.53,0.41,4.38,1.29,29,5214,3486,285,76,313,66.86,5.47,1.46,6,0.4688
6037700300,"Census Tract 7003, Los Angeles County, California",ca,140,0,6,37,700300,Census Tract 7003,,5745,5745,4726,127,188,82.26,2.21,3.27,83768,2,0,122,58,0.03,0,2.12,1.01,27,3929,2002,337,0,75,50.95,8.58,0,1.91,0.446
6037700400,"Census Tract 7004, Los Angeles County, California",ca,140,0,6,37,700400,Census Tract 7004,,4680,4680,3742,41,386,79.96,0.88,8.25,95234,346,14,119,14,7.48,0.3,2.57,0.3,26,3099,1995,83,34,114,64.38,2.68,1.1,3.68,0.5238
6037700501,"Census Tract 7005.01, Los Angeles County, California",ca,140,0,6,37,700501,Census Tract 7005.01,,4187,4187,3536,148,85,84.45,3.53,2.03,109536,264,120,162,43,6.35,2.89,3.9,1.03,25,2471,1656,146,0,103,67.02,5.91,0,4.17,0.563
6037700502,"Census Tract 7005.02, Los Angeles County, California",ca,140,0,6,37,700502,Census Tract 7005.02,,3858,3858,2744,197,380,71.12,5.11,9.85,82919,454,18,62,0,11.88,0.47,1.62,0,24,2651,1637,18,0,309,61.75,0.68,0,11.66,0.4324
6037700600,"Census Tract 7006, Los Angeles County, California",ca,140,0,6,37,700600,Census Tract 7006,,4983,4983,4342,0,212,87.14,0,4.25,142915,212,23,0,0,4.28,0.46,0,0,25,2021,1085,31,0,74,53.69,1.53,0,3.66,0.5862
6037700700,"Census Tract 7007, Los Angeles County, California",ca,140,0,6,37,700700,Census Tract 7007,,3530,3530,3019,2,50,85.52,0.06,1.42,157006,0,0,0,152,0,0,0,4.33,24,1513,1384,12,0,45,91.47,0.79,0,2.97,0.5878
6037700801,"Census Tract 7008.01, Los Angeles County, California",ca,140,0,6,37,700801,Census Tract 7008.01,,3858,3858,3048,150,444,79,3.89,11.51,91809,238,88,34,0,6.2,2.29,0.89,0,26,1508,725,17,0,180,48.08,1.13,0,11.94,0.6089
6037700802,"Census Tract 7008.02, Los Angeles County, California",ca,140,0,6,37,700802,Census Tract 7008.02,,4036,4036,2764,184,705,68.48,4.56,17.47,70360,480,140,30,37,12.09,3.53,0.76,0.93,23,1891,1281,12,10,148,67.74,0.63,0.53,7.83,0.4788
6037700901,"Census Tract 7009.01, Los Angeles County, California",ca,140,0,6,37,700901,Census Tract 7009.01,,4293,4293,2996,25,844,69.79,0.58,19.66,90784,218,69,41,0,5.25,1.66,0.99,0,29,1847,1444,61,0,50,78.18,3.3,0,2.71,0.6165
6037700902,"Census Tract 7009.02, Los Angeles County, California",ca,140,0,6,37,700902,Census Tract 7009.02,,6528,6528,4521,55,1098,69.26,0.84,16.82,74213,639,95,167,212,9.83,1.46,2.57,3.26,31,3119,1884,53,21,302,60.4,1.7,0.67,9.68,0.5073
6037701000,"Census Tract 7010, Los Angeles County, California",ca,140,0,6,37,701000,Census Tract 7010,,5178,5178,3957,133,577,76.42,2.57,11.14,112308,184,56,121,117,3.57,1.09,2.35,2.27,20,2824,1528,170,0,237,54.11,6.02,0,8.39,0.5736
6037701201,"Census Tract 7012.01, Los Angeles County, California",ca,140,0,6,37,701201,Census Tract 7012.01,,3920,3920,3001,0,402,76.56,0,10.26,157616,131,0,72,0,3.4,0,1.87,0,21,1582,1075,22,30,50,67.95,1.39,1.9,3.16,0.5441
6037701202,"Census Tract 7012.02, Los Angeles County, California",ca,140,0,6,37,701202,Census Tract 7012.02,,3490,3490,2934,12,253,84.07,0.34,7.25,97560,445,30,114,11,13.03,0.88,3.34,0.32,24,1882,1101,0,36,43,58.5,0,1.91,2.28,0.4579
6037701302,"Census Tract 7013.02, Los Angeles County, California",ca,140,0,6,37,701302,Census Tract 7013.02,,4829,4829,3905,68,386,80.87,1.41,7.99,84076,264,29,123,0,5.55,0.61,2.59,0,27,3079,1799,64,196,140,58.43,2.08,6.37,4.55,0.4658
6037701304,"Census Tract 7013.04, Los Angeles County, California",ca,140,0,6,37,701304,Census Tract 7013.04,,6285,6285,4998,66,478,79.52,1.05,7.61,135675,123,66,80,0,2.01,1.08,1.31,0,29,3168,2018,26,94,82,63.7,0.82,2.97,2.59,0.6181
6037701402,"Census Tract 7014.02, Los Angeles County, California",ca,140,0,6,37,701402,Census Tract 7014.02,,6179,6179,4081,81,477,66.05,1.31,7.72,93885,588,173,200,98,9.73,2.86,3.31,1.62,29,3324,1767,138,159,159,53.16,4.15,4.78,4.78,0.5503
6037701501,"Census Tract 7015.01, Los Angeles County, California",ca,140,0,6,37,701501,Census Tract 7015.01,,5058,5058,3470,379,441,68.6,7.49,8.72,88720,334,31,337,0,6.91,0.64,6.97,0,26,2950,1526,87,78,112,51.73,2.95,2.64,3.8,0.4543
6037701502,"Census Tract 7015.02, Los Angeles County, California",ca,140,0,6,37,701502,Census Tract 7015.02,,3784,3784,2557,297,242,67.57,7.85,6.4,76988,453,64,70,8,14.28,2.02,2.21,0.25,24,2258,1121,80,27,184,49.65,3.54,1.2,8.15,0.4861
6037701601,"Census Tract 7016.01, Los Angeles County, California",ca,140,0,6,37,701601,Census Tract 7016.01,,3963,3963,2941,63,386,74.21,1.59,9.74,108694,223,35,39,8,5.64,0.89,0.99,0.2,24,1964,1160,26,21,99,59.06,1.32,1.07,5.04,0.5176
6037701602,"Census Tract 7016.02, Los Angeles County, California",ca,140,0,6,37,701602,Census Tract 7016.02,,4614,4614,2584,330,717,56,7.15,15.54,67668,63,59,17,77,1.46,1.37,0.39,1.78,18,2447,1552,20,141,105,63.42,0.82,5.76,4.29,0.4771
6037701701,"Census Tract 7017.01, Los Angeles County, California",ca,140,0,6,37,701701,Census Tract 7017.01,,3350,3350,2248,174,406,67.1,5.19,12.12,62577,293,42,91,0,8.8,1.26,2.73,0,25,1954,1083,33,30,120,55.42,1.69,1.54,6.14,0.5461
6037701702,"Census Tract 7017.02, Los Angeles County, California",ca,140,0,6,37,701702,Census Tract 7017.02,,3146,3146,2099,407,334,66.72,12.94,10.62,70714,329,8,71,0,10.87,0.26,2.34,0,21,1820,933,84,111,234,51.26,4.62,6.1,12.86,0.5091
6037701801,"Census Tract 7018.01, Los Angeles County, California",ca,140,0,6,37,701801,Census Tract 7018.01,,6668,6668,3469,598,932,52.02,8.97,13.98,49191,676,16,128,122,10.38,0.25,1.97,1.87,22,3075,1943,81,63,114,63.19,2.63,2.05,3.71,0.525
6037701802,"Census Tract 7018.02, Los Angeles County, California",ca,140,0,6,37,701802,Census Tract 7018.02,,5260,5260,2719,538,434,51.69,10.23,8.25,50225,231,0,41,16,4.87,0,0.86,0.34,22,2591,1736,143,37,101,67,5.52,1.43,3.9,0.4703
6037701902,"Census Tract 7019.02, Los Angeles County, California",ca,140,0,6,37,701902,Census Tract 7019.02,,5149,5149,3618,572,352,70.27,11.11,6.84,96374,276,90,307,106,5.51,1.8,6.13,2.12,21,2769,1406,84,0,306,50.78,3.03,0,11.05,0.6373
6037702002,"Census Tract 7020.02, Los Angeles County, California",ca,140,0,6,37,702002,Census Tract 7020.02,,6185,6185,4149,768,502,67.08,12.42,8.12,93568,367,13,18,36,6.05,0.21,0.3,0.59,28,3319,1857,58,143,254,55.95,1.75,4.31,7.65,0.5931
6037702102,"Census Tract 7021.02, Los Angeles County, California",ca,140,0,6,37,702102,Census Tract 7021.02,,5620,5620,4458,73,265,79.32,1.3,4.72,78719,533,122,118,55,9.59,2.19,2.12,0.99,34,3375,2076,102,208,227,61.51,3.02,6.16,6.73,0.4424
6037702201,"Census Tract 7022.01, Los Angeles County, California",ca,140,0,6,37,702201,Census Tract 7022.01,,3920,3920,2501,238,322,63.8,6.07,8.21,82367,180,77,102,53,4.66,1.99,2.64,1.37,24,2237,1351,68,53,158,60.39,3.04,2.37,7.06,0.5475
6037702202,"Census Tract 7022.02, Los Angeles County, California",ca,140,0,6,37,702202,Census Tract 7022.02,,3920,3920,3058,11,223,78.01,0.28,5.69,86591,111,8,39,0,2.83,0.2,0.99,0,26,1919,1275,13,50,61,66.44,0.68,2.61,3.18,0.4876
6037702300,"Census Tract 7023, Los Angeles County, California",ca,140,0,6,37,702300,Census Tract 7023,,6820,6820,4840,179,604,70.97,2.62,8.86,76627,421,16,32,0,6.31,0.24,0.48,0,26,3479,2090,153,43,339,60.07,4.4,1.24,9.74,0.5616
6037702400,"Census Tract 7024, Los Angeles County, California",ca,140,0,6,37,702400,Census Tract 7024,,4541,4541,2373,134,643,52.26,2.95,14.16,81658,313,24,63,21,6.99,0.54,1.41,0.47,28,2840,1835,133,8,75,64.61,4.68,0.28,2.64,0.466
6037702501,"Census Tract 7025.01, Los Angeles County, California",ca,140,0,6,37,702501,Census Tract 7025.01,,4998,4998,3610,46,820,72.23,0.92,16.41,82220,58,28,69,45,1.17,0.57,1.4,0.91,25,2425,1609,0,110,109,66.35,0,4.54,4.49,0.5157
6037702502,"Census Tract 7025.02, Los Angeles County, California",ca,140,0,6,37,702502,Census Tract 7025.02,,4142,4142,2090,673,737,50.46,16.25,17.79,75373,311,0,41,0,7.54,0,0.99,0,29,2164,1443,0,17,17,66.68,0,0.79,0.79,0.4657
6037702600,"Census Tract 7026, Los Angeles County, California",ca,140,0,6,37,702600,Census Tract 7026,,6688,6688,4232,331,1106,63.28,4.95,16.54,95460,120,0,28,0,1.84,0,0.43,0,26,3354,2165,121,61,35,64.55,3.61,1.82,1.04,0.525
6037702700,"Census Tract 7027, Los Angeles County, California",ca,140,0,6,37,702700,Census Tract 7027,,3460,3460,2219,221,423,64.13,6.39,12.23,81620,142,0,36,0,4.15,0,1.05,0,25,1819,1322,8,73,24,72.68,0.44,4.01,1.32,0.4525
6037702801,"Census Tract 7028.01, Los Angeles County, California",ca,140,0,6,37,702801,Census Tract 7028.01,,5359,5359,2618,130,1837,48.85,2.43,34.28,56233,513,0,0,0,9.75,0,0,0,26,2424,1665,110,41,27,68.69,4.54,1.69,1.11,0.4903
6037702802,"Census Tract 7028.02, Los Angeles County, California",ca,140,0,6,37,702802,Census Tract 7028.02,,2293,2293,1376,220,273,60.01,9.59,11.91,65064,77,12,0,4,3.43,0.53,0,0.18,27,1290,936,39,15,34,72.56,3.02,1.16,2.64,0.4331
6037702803,"Census Tract 7028.03, Los Angeles County, California",ca,140,0,6,37,702803,Census Tract 7028.03,,2749,2749,1612,80,158,58.64,2.91,5.75,58033,43,29,39,0,1.66,1.12,1.5,0,31,1467,988,92,27,6,67.35,6.27,1.84,0.41,0.464
